route_id,route_short_name,route_long_name,route_type,agency_id
1202,,ICE 2595,2,DB
1207,,ICE 1043,2,DB
1209,,ICE 1885,2,DB
1210,,ICE 1886,2,DB
1211,,ICE 1102,2,DB
1213,,ICE 517,2,DB
1214,,ICE 611,2,DB
1215,,ICE 624,2,DB
1220,,ICE 1015,2,DB
1222,,ICE 2588,2,DB
1223,,ICE 2549,2,DB
1224,,ICE 2547,2,DB
1236,,ICE 1023,2,DB
1238,,ICE 1110,2,DB
1271,,ICE 783,2,DB
1272,,ICE 583,2,DB
1273,,ICE 988,2,DB
1274,,ICE 585,2,DB
1275,,ICE 784,2,DB
1276,,ICE 787,2,DB
1277,,ICE 886,2,DB
1278,,ICE 789,2,DB
1279,,ICE 882,2,DB
1280,,ICE 1689,2,DB
1281,,ICE 889,2,DB
1282,,ICE 880,2,DB
1283,,ICE 588,2,DB
1284,,ICE 881,2,DB
1285,,ICE 883,2,DB
1286,,ICE 788,2,DB
1287,,ICE 1088,2,DB
1288,,ICE 888,2,DB
1289,,ICE 1085,2,DB
1290,,ICE 581,2,DB
1292,,ICE 1172,2,DB
1293,,ICE 570,2,DB
1296,,ICE 535,2,DB
1297,,ICE 533,2,DB
1317,,ICE 688,2,DB
1318,,ICE 582,2,DB
1319,,ICE 1581,2,DB
1320,,ICE 633,2,DB
1321,,ICE 683,2,DB
1324,,ICE 222,2,NS
1327,,ICE 134,2,NS
1328,,ICE 139,2,DB
1329,,ICE 1046,2,DB
1330,,ICE 341,2,DB
1331,,ICE 130,2,NS
1335,,ICE 1098,2,DB
1336,,ICE 121,2,DB
1337,,ICE 222,2,DB
1338,,ICE 137,2,DB
1342,,ICE 250,2,DB
1343,,ICE 1041,2,DB
1347,,ICE 649,2,DB
1357,,ICE 9556,2,DB
1358,,ICE 826,2,DB
1360,,ICE 771,2,DB
1361,,ICE 292,2,DB
1362,,ICE 887,2,DB
1363,,ICE 1598,2,DB
1364,,ICE 1087,2,DB
1365,,ICE 250,2,NS
1367,,ICE 2561,2,DB
1370,,ICE 2578,2,DB
1372,,ICE 2542,2,DB
1373,,ICE 2576,2,DB
1375,,ICE 2574,2,DB
1377,,ICE 2548,2,DB
1379,,ICE 2572,2,DB
1382,,ICE 2570,2,DB
1385,,ICE 986,2,DB
1386,,ICE 538,2,DB
1387,,ICE 1589,2,DB
1388,,ICE 536,2,DB
1389,,ICE 586,2,DB
1390,,ICE 584,2,DB
1391,,ICE 885,2,DB
1392,,ICE 782,2,DB
1393,,ICE 635,2,DB
1394,,ICE 685,2,DB
1395,,ICE 634,2,DB
1408,,ICE 852,2,DB
1409,,ICE 1877,2,DB
1412,,ICE 1099,2,DB
1414,,ICE 1191,2,DB
1415,,ICE 1195,2,DB
1416,,ICE 1084,2,DB
1417,,ICE 1057,2,DB
1418,,ICE 657,2,DB
1427,,ICE 705,2,DB
1428,,ICE 903,2,DB
1432,,ICE 2562,2,DB
1433,,ICE 876,2,DB
1434,,ICE 998,2,DB
1438,,ICE 920,2,DB
1439,,ICE 823,2,DB
1440,,ICE 1625,2,DB
1441,,ICE 1086,2,DB
1442,,ICE 984,2,DB
1444,,ICE 2522,2,DB
1447,,ICE 2565,2,DB
1448,,ICE 77,2,DB
1457,,ICE 1190,2,DB
1458,,ICE 255,2,DB
1459,,ICE 158,2,NS
1460,,ICE 253,2,DB
1461,,ICE 156,2,NS
1462,,ICE 155,2,DB
1463,,ICE 154,2,NS
1464,,ICE 157,2,DB
1465,,ICE 159,2,DB
1466,,ICE 254,2,NS
1467,,ICE 251,2,DB
1468,,ICE 158,2,DB
1469,,ICE 156,2,DB
1470,,ICE 154,2,DB
1471,,ICE 254,2,DB
1472,,ICE 1020,2,DB
1480,,ICE 534,2,DB
1482,,ICE 1620,2,DB
1483,,ICE 125,2,DB
1484,,ICE 127,2,DB
1485,,ICE 129,2,DB
1486,,ICE 134,2,DB
1487,,ICE 104,2,NS
1488,,ICE 221,2,DB
1489,,ICE 120,2,NS
1490,,ICE 220,2,DB
1491,,ICE 128,2,DB
1492,,ICE 126,2,DB
1493,,ICE 124,2,DB
1537,,ICE 814,2,DB
1555,,ICE 404,2,DB
1556,,ICE 130,2,DB
1557,,ICE 104,2,DB
1558,,ICE 120,2,DB
1560,,ICE 1026,2,DB
1561,,ICE 2534,2,DB
1613,,ICE 979,2,DB
1614,,ICE 971,2,DB
