trip_id,arrival_time,departure_time,stop_id,stop_sequence
83,22:03:00,22:05:00,8005661,11
83,22:16:00,22:17:00,8000129,12
83,22:55:00,22:58:00,8003200,13
5737,19:10:00,19:10:00,8000191,0
5737,19:22:00,19:23:00,8000055,1
5737,19:34:00,19:35:00,8006421,2
5737,19:44:00,19:46:00,8000156,3
5737,19:59:00,20:00:00,8000377,4
5737,20:08:00,20:09:00,8000031,5
5737,20:22:00,20:24:00,8000068,6
5737,20:40:00,20:53:00,8000105,7
5737,23:00:00,23:18:00,8000128,8
5737,24:08:00,24:08:00,8000152,9
6,04:59:00,04:59:00,8003200,0
6,05:18:00,05:19:00,8000368,1
6,05:35:00,05:36:00,8000129,2
6,05:48:00,05:50:00,8005661,3
6,06:03:00,06:04:00,8000337,4
6,06:21:00,06:22:00,8000124,5
6,06:40:00,06:42:00,8000111,6
6,07:04:00,07:05:00,8002042,7
6,07:09:00,07:14:00,8000105,8
6,07:29:00,07:31:00,8000068,9
6,07:44:00,07:46:00,8000031,10
6,07:56:00,07:58:00,8000377,11
6,08:12:00,08:14:00,8000156,12
6,08:22:00,08:23:00,8006421,13
6,08:34:00,08:35:00,8000055,14
6,08:50:00,08:50:00,8000191,15
84,04:59:00,04:59:00,8003200,0
84,05:18:00,05:19:00,8000368,1
84,05:35:00,05:36:00,8000129,2
84,05:48:00,05:50:00,8005661,3
84,06:03:00,06:04:00,8000337,4
84,06:21:00,06:22:00,8000124,5
84,06:40:00,06:42:00,8000111,6
84,07:04:00,07:05:00,8002042,7
84,07:09:00,07:14:00,8000105,8
84,07:29:00,07:31:00,8000068,9
84,07:44:00,07:46:00,8000031,10
84,07:56:00,07:58:00,8000377,11
84,08:12:00,08:14:00,8000156,12
7,05:58:00,05:58:00,8000152,0
7,06:35:00,06:37:00,8000128,1
7,06:58:00,07:00:00,8003200,2
7,07:18:00,07:19:00,8000368,3
7,07:35:00,07:36:00,8000129,4
7,07:48:00,07:50:00,8005661,5
7,08:03:00,08:04:00,8000337,6
7,08:21:00,08:22:00,8000124,7
7,08:40:00,08:42:00,8000111,8
7,09:04:00,09:06:00,8002042,9
7,09:11:00,09:20:00,8000105,10
7,09:35:00,09:37:00,8000068,11
7,09:48:00,09:50:00,8000031,12
7,09:58:00,10:00:00,8000377,13
7,10:13:00,10:15:00,8000156,14
7,10:22:00,10:23:00,8006421,15
7,10:35:00,10:36:00,8000055,16
7,10:50:00,10:50:00,8000191,17
20,06:58:00,07:00:00,8003200,2
20,07:18:00,07:19:00,8000368,3
20,07:35:00,07:36:00,8000129,4
20,07:48:00,07:50:00,8005661,5
20,08:03:00,08:04:00,8000337,6
20,08:21:00,08:22:00,8000124,7
20,08:40:00,08:42:00,8000111,8
20,09:04:00,09:06:00,8002042,9
20,09:11:00,09:20:00,8000105,10
20,09:35:00,09:37:00,8000068,11
20,09:48:00,09:50:00,8000031,12
20,09:58:00,10:00:00,8000377,13
20,10:13:00,10:15:00,8000156,14
20,10:22:00,10:23:00,8006421,15
20,10:35:00,10:36:00,8000055,16
20,10:50:00,10:50:00,8000191,17
74,06:58:00,07:00:00,8003200,2
74,07:18:00,07:19:00,8000368,3
74,07:35:00,07:36:00,8000129,4
74,07:48:00,07:50:00,8005661,5
74,08:03:00,08:04:00,8000337,6
74,08:21:00,08:22:00,8000124,7
74,08:40:00,08:42:00,8000111,8
74,09:04:00,09:06:00,8002042,9
74,09:11:00,09:20:00,8000105,10
74,09:35:00,09:37:00,8000068,11
74,09:48:00,09:50:00,8000031,12
74,09:58:00,10:00:00,8000377,13
74,10:13:00,10:15:00,8000156,14
4024,09:11:00,09:20:00,8000105,10
4024,09:35:00,09:37:00,8000068,11
4024,09:48:00,09:50:00,8000031,12
4024,09:58:00,10:00:00,8000377,13
4024,10:13:00,10:15:00,8000156,14
4024,10:22:00,10:23:00,8006421,15
4024,10:35:00,10:36:00,8000055,16
4024,10:50:00,10:50:00,8000191,17
8,06:49:00,06:49:00,8000105,0
8,07:14:00,07:16:00,8000111,1
8,07:32:00,07:33:00,8000124,2
8,07:48:00,07:49:00,8000337,3
8,08:02:00,08:04:00,8005661,4
8,08:15:00,08:16:00,8000129,5
8,08:32:00,08:33:00,8000368,6
8,08:54:00,08:56:00,8003200,7
8,09:15:00,09:17:00,8000128,8
8,09:56:00,10:01:00,8000152,9
8,10:18:00,10:19:00,8000064,10
8,10:40:00,10:42:00,8000168,11
8,10:56:00,10:58:00,8000238,12
8,11:17:00,11:19:00,8000147,13
8,11:29:00,11:33:00,8002549,14
8,11:36:00,11:38:00,8002548,15
8,11:45:00,11:45:00,8002553,16
21,06:49:00,06:49:00,8000105,0
21,07:14:00,07:16:00,8000111,1
21,07:32:00,07:33:00,8000124,2
21,07:48:00,07:49:00,8000337,3
21,08:02:00,08:04:00,8005661,4
21,08:15:00,08:16:00,8000129,5
21,08:52:00,08:54:00,8003200,6
21,09:15:00,09:17:00,8000128,7
21,09:56:00,10:01:00,8000152,8
21,10:18:00,10:19:00,8000064,9
21,10:40:00,10:42:00,8000168,10
21,10:56:00,10:58:00,8000238,11
21,11:17:00,11:19:00,8000147,12
21,11:29:00,11:33:00,8002549,13
21,11:36:00,11:38:00,8002548,14
21,11:45:00,11:45:00,8002553,15
38,06:49:00,06:49:00,8000105,0
38,07:14:00,07:16:00,8000111,1
38,07:32:00,07:33:00,8000124,2
38,07:48:00,07:49:00,8000337,3
38,08:02:00,08:04:00,8005661,4
38,08:15:00,08:16:00,8000129,5
38,08:32:00,08:33:00,8000368,6
38,08:54:00,08:56:00,8003200,7
38,09:15:00,09:17:00,8000128,8
38,09:56:00,10:01:00,8000152,9
45,06:49:00,06:49:00,8000105,0
45,07:14:00,07:16:00,8000111,1
45,07:32:00,07:33:00,8000124,2
45,07:48:00,07:49:00,8000337,3
45,08:02:00,08:04:00,8005661,4
45,08:15:00,08:16:00,8000129,5
45,08:52:00,08:54:00,8003200,6
45,09:15:00,09:17:00,8000128,7
45,09:56:00,10:01:00,8000152,8
53,06:49:00,06:49:00,8000105,0
53,07:14:00,07:16:00,8000111,1
53,07:32:00,07:33:00,8000124,2
53,07:48:00,07:49:00,8000337,3
53,08:02:00,08:04:00,8005661,4
53,08:15:00,08:16:00,8000129,5
53,08:32:00,08:33:00,8000368,6
53,08:54:00,08:56:00,8003200,7
53,09:15:00,09:17:00,8000128,8
53,09:50:00,09:51:00,8003487,9
53,09:58:00,10:01:00,8000152,10
53,10:20:00,10:21:00,8000064,11
53,10:40:00,10:42:00,8000168,12
53,10:56:00,10:58:00,8000238,13
53,11:17:00,11:19:00,8000147,14
53,11:29:00,11:33:00,8002549,15
