route_id,service_id,trip_id,trip_headsign
443,37,1595,Karlsruhe Hbf
443,41,1599,Karlsruhe Hbf
443,849,1604,Karlsruhe Hbf
443,2063,3951,Karlsruhe Hbf
443,2084,3982,Karlsruhe Hbf
443,68,3992,Heidelberg Hbf
448,930,1608,Hamburg-Harburg
448,932,1614,Hamburg Hbf
449,930,1609,Stralsund Hbf
449,932,1615,Stralsund Hbf
462,955,1685,Seefeld in Tirol
462,956,1687,Seefeld in Tirol
462,957,1688,Seefeld in Tirol
462,958,1689,Seefeld in Tirol
462,959,1690,Seefeld in Tirol
462,960,1691,Seefeld in Tirol
462,2199,4252,München Hbf
462,461,4303,München Hbf
462,2228,4312,München Hbf
462,185,4317,München Hbf
462,262,4352,München Hbf
462,2252,4366,München Hbf
462,2255,4369,München Hbf
462,2258,4376,München Hbf
462,2260,4378,München Hbf
462,22,4673,München Hbf
493,1015,1788,Hamburg-Altona
493,942,1809,Hamburg-Altona
493,30,1831,Hamburg Hbf
493,713,2654,Hamburg-Altona
494,1016,1789,München Hbf
494,470,1854,München Hbf
494,1005,2485,Nürnberg Hbf
494,906,2491,Nürnberg Hbf
495,1017,1790,Hamburg-Altona
495,1032,1810,Hamburg-Altona
495,85,1820,Hamburg-Altona
495,30,1832,Hamburg Hbf
495,461,1841,Hamburg-Altona
495,900,1844,Hamburg-Altona
495,713,2655,Hamburg-Altona
496,1018,1791,München Hbf
496,1033,1811,München Hbf
496,133,1839,München Hbf
496,105,2488,Nürnberg Hbf
496,1124,3196,Nürnberg Hbf
497,1019,1792,Hamburg-Altona
497,1034,1812,Hamburg-Altona
497,1037,1818,Hamburg-Altona
497,28,1828,Hamburg Hbf
497,1048,1846,Hamburg-Altona
497,1053,1851,Hamburg-Altona
497,1056,1858,Hamburg-Altona
497,384,3198,Hamburg-Altona
497,105,3200,Hamburg-Altona
498,1020,1793,München Hbf
498,942,1813,München Hbf
498,30,1833,München Hbf
498,1049,1847,München Hbf
498,1051,1849,München Hbf
498,1054,1852,München Hbf
498,1056,1859,München Hbf
498,1057,1860,München Hbf
498,713,3141,Nürnberg Hbf
499,1021,1794,Hamburg-Altona
499,942,1814,Hamburg-Altona
499,28,1829,Hamburg Hbf
499,461,1842,Hamburg-Altona
499,466,1845,Hamburg-Altona
500,1016,1795,München Hbf
500,470,1855,München Hbf
500,1005,3197,Nürnberg Hbf
500,906,3202,Nürnberg Hbf
501,1022,1796,Hamburg-Altona
501,942,1815,Hamburg-Altona
501,28,1830,Hamburg Hbf
501,1047,1843,Hamburg-Altona
502,1023,1797,München Hbf
502,944,1825,München Hbf
502,1052,1850,München Hbf
502,470,1856,München Hbf
502,1005,5228,München Hbf
502,2660,5231,Berlin Hbf (tief)
503,1024,1798,München Hbf
503,30,1834,München Hbf
503,384,3199,Nürnberg Hbf
503,105,3201,München Hbf
504,83,1799,Hamburg-Altona
504,1035,1816,Hamburg-Altona
504,1036,1817,Hamburg-Altona
504,1039,1821,Hamburg Hbf
504,1042,1826,Hamburg-Altona
504,1058,1861,Berlin Hbf (tief)
504,384,3186,Hamburg Hbf
504,1708,3189,Hamburg-Altona
505,1024,1800,München Hbf
505,30,1835,München Hbf
506,1025,1801,Berlin Gesundbrunnen
506,1026,1824,Berlin Gesundbrunnen
506,1050,1848,Berlin Gesundbrunnen
506,1055,1857,Berlin Hbf (tief)
506,384,1992,Berlin Hbf (tief)
506,105,1998,Berlin Hbf (tief)
507,1026,1802,Leipzig Hbf
507,1044,1836,Leipzig Hbf
508,1027,1803,Berlin Hbf (tief)
508,1041,1823,Berlin Hbf (tief)
508,847,2641,Berlin Hbf (tief)
508,235,6027,Berlin Hbf
508,99,6028,Berlin Ostbahnhof
509,1028,1804,München Hbf
509,1045,1837,München Hbf
510,1029,1805,München Hbf
510,1043,1827,München Hbf
510,1114,1965,München Hbf
510,384,1991,München Hbf
510,105,1996,München Hbf
510,906,2007,München Hbf
510,2921,6029,München Hbf
511,738,1806,Hamburg-Altona
511,743,1838,Hamburg Hbf
511,1046,1840,Hamburg-Altona
511,751,1862,Hamburg Hbf
511,906,2656,Hamburg-Altona
511,1686,3133,Hamburg-Altona
511,22,3138,Hamburg-Altona
511,1689,3139,Hamburg Hbf
511,41,3169,Hamburg Hbf
511,2735,5422,Hamburg-Altona
511,2737,5424,Hamburg-Altona
511,21,5988,Hamburg-Altona
512,1030,1807,München Hbf
512,906,5509,München Hbf
513,1031,1808,München Hbf
513,1124,2483,Nürnberg Hbf
514,1038,1819,Berlin Gesundbrunnen
514,469,1853,Berlin Hbf (tief)
514,384,1983,Berlin Hbf (tief)
515,1040,1822,Leipzig Hbf
516,1059,1863,München Hbf
516,1032,1882,München Hbf
516,743,1921,München Hbf
516,1092,1924,München Hbf
516,1095,1931,München Hbf
516,777,1949,München Hbf
516,1107,1956,München Hbf
516,655,1964,München Hbf
516,1117,1971,München Hbf
516,1121,1978,München Hbf
516,1005,1982,München Hbf
516,906,2000,Nürnberg Hbf
516,1056,2009,München Hbf
516,1130,2018,München Hbf
517,1060,1864,München Hbf
517,1076,1883,München Hbf
517,85,1896,München Hbf
517,1090,1912,München Hbf
517,461,1926,München Hbf
517,466,1937,München Hbf
517,1005,1984,Nürnberg Hbf
517,906,2001,Nürnberg Hbf
518,1020,1865,Hamburg-Altona
518,1077,1884,Hamburg-Altona
518,17,1890,Hamburg-Altona
518,30,1913,Hamburg Hbf
518,1048,1950,Hamburg-Altona
518,1053,1972,Hamburg-Altona
518,1005,1985,Hamburg-Altona
518,906,2002,Hamburg-Altona
518,1056,2010,Hamburg-Altona
519,1061,1866,München Hbf
519,21,1897,München Hbf
519,30,1914,München Hbf
519,1101,1946,München Hbf
519,1144,2043,München Hbf
520,1062,1867,Hamburg-Altona
520,942,1885,Hamburg-Altona
520,30,1915,Hamburg Hbf
520,461,1927,Hamburg-Altona
520,466,1938,Hamburg-Altona
520,713,1986,Hamburg-Altona
521,1063,1868,München Hbf
521,30,1916,München Hbf
521,1103,1951,München Hbf
521,780,1967,München Hbf
521,1053,1973,München Hbf
521,1005,1987,Nürnberg Hbf
521,906,2003,München Hbf
521,1056,2011,Nürnberg Hbf
522,1064,1869,Hamburg-Altona
522,1032,1886,Hamburg-Altona
522,85,1898,Hamburg-Altona
522,30,1917,Hamburg Hbf
522,760,2045,Hamburg-Altona
522,1149,2049,Hamburg-Altona
524,1063,1871,München Hbf
524,30,1918,München Hbf
524,1103,1952,München Hbf
524,780,1968,München Hbf
524,1053,1974,München Hbf
524,1005,1988,München Hbf
524,906,2004,München Hbf
524,1125,2012,München Hbf
525,1066,1872,Hamburg-Altona
525,1032,1887,Hamburg-Altona
525,85,1899,Hamburg-Altona
525,28,1910,Hamburg Hbf
525,1093,1928,Hamburg-Altona
525,466,1939,Hamburg-Altona
525,1124,1989,Hamburg-Altona
525,105,1993,Hamburg-Altona
526,1067,1873,München Hbf
526,1082,1900,Erfurt Hbf
526,1091,1919,München Hbf
526,42,1923,Erfurt Hbf
526,559,1932,München Hbf
526,1097,1934,München Hbf
526,1102,1947,München Hbf
526,1104,1953,München Hbf
526,1112,1962,München Hbf
526,780,1969,München Hbf
526,1118,1975,München Hbf
526,1123,1981,München Hbf
526,105,1994,München Hbf
526,906,2005,München Hbf
527,1068,1874,Hamburg-Altona
527,10,1888,Hamburg-Altona
527,1083,1901,Berlin Hbf (tief)
527,131,1920,Hamburg Hbf
527,1105,1954,Hamburg-Altona
527,1108,1957,Berlin Hbf (tief)
527,1109,1958,Hamburg-Altona
527,384,1990,Berlin Hbf (tief)
527,105,1995,Hamburg-Altona
527,906,2006,Hamburg-Altona
527,1126,2013,Berlin Hbf (tief)
527,1127,2014,Hamburg-Altona
528,1069,1875,Frankfurt(Main)Hbf
528,1029,1889,Frankfurt(Main)Hbf
528,21,1902,Frankfurt(Main)Hbf
528,100,1936,Frankfurt(Main)Hbf
528,1099,1940,Frankfurt(Main)Hbf
528,238,1942,Frankfurt(Main)Hbf
528,361,1944,Frankfurt(Main)Hbf
528,1110,1960,Frankfurt(Main)Hbf
528,1115,1966,Frankfurt(Main)Hbf
528,1119,1976,Frankfurt(Main)Hbf
528,470,1979,Frankfurt(Main)Hbf
528,1313,2823,Frankfurt(Main)Hbf
529,1070,1876,Berlin Hbf (tief)
529,1079,1893,Hamburg Hbf
529,1084,1903,Hamburg Hbf
529,1088,1909,Berlin Hbf (tief)
529,1106,1955,Hamburg Hbf
529,778,1959,Hamburg Hbf
529,1111,1961,Berlin Hbf (tief)
529,1122,1980,Hamburg Hbf
529,105,1997,Hamburg-Altona
529,906,2008,Berlin Hbf (tief)
529,1127,2015,Hamburg-Altona
529,1128,2016,Berlin Hbf (tief)
529,1129,2017,Berlin Hbf (tief)
531,1072,1878,Berlin Hbf (tief)
532,1073,1879,München Hbf
532,777,1948,München Hbf
532,1116,1970,München Hbf
532,906,1999,München Hbf
533,1074,1880,Berlin Gesundbrunnen
534,1075,1881,Berlin Gesundbrunnen
534,1081,1895,Warnemünde
534,944,1908,Warnemünde
534,1113,1963,Rostock Hbf
534,1120,1977,Rostock Hbf
534,1147,2047,Warnemünde
534,1148,2048,Rostock Hbf
563,1200,2139,Köln Hbf
566,1212,2151,Karlsruhe Hbf
566,10,2155,Karlsruhe Hbf
566,21,2159,Karlsruhe Hbf
566,30,2174,Karlsruhe Hbf
566,715,2201,Hannover Hbf
566,721,2213,Hannover Hbf
569,1215,2154,Göttingen
569,22,2162,Göttingen
569,34,2176,Göttingen
569,1237,2206,Hannover Hbf
569,1245,2218,Hannover Hbf
573,743,2177,Stralsund Hbf
573,1225,2186,Stralsund Hbf
573,738,4498,Hamburg Hbf
578,111,2202,Stralsund Hbf
580,1249,2223,Hannover Hbf
591,83,2248,Frankfurt(M) Flughafen Fernbf
591,1271,2266,Wiesbaden Hbf
591,52,2282,Wiesbaden Hbf
591,1285,2299,Wiesbaden Hbf
591,470,2328,Wiesbaden Hbf
591,1313,2343,Frankfurt(Main)Hbf
591,617,2351,Wiesbaden Hbf
591,140,2566,Wiesbaden Hbf
592,83,2250,Frankfurt(M) Flughafen Fernbf
592,1272,2267,Wiesbaden Hbf
592,52,2284,Wiesbaden Hbf
592,1285,2301,Wiesbaden Hbf
592,470,2329,Wiesbaden Hbf
592,1313,2344,Frankfurt(Main)Hbf
592,617,2352,Wiesbaden Hbf
592,140,2568,Wiesbaden Hbf
594,83,2252,Frankfurt(M) Flughafen Fernbf
594,1272,2269,Wiesbaden Hbf
594,52,2286,Wiesbaden Hbf
594,1288,2303,Wiesbaden Hbf
594,1101,2315,Wiesbaden Hbf
594,470,2330,Wiesbaden Hbf
594,1313,2345,Frankfurt(Main)Hbf
594,617,2353,Wiesbaden Hbf
594,140,2569,Wiesbaden Hbf
596,83,2255,Frankfurt(M) Flughafen Fernbf
596,1272,2270,Wiesbaden Hbf
596,52,2288,Wiesbaden Hbf
596,1290,2305,Wiesbaden Hbf
596,1101,2316,Wiesbaden Hbf
596,470,2331,Wiesbaden Hbf
596,1313,2346,Frankfurt(Main)Hbf
596,140,2806,Wiesbaden Hbf
597,83,2257,Frankfurt(M) Flughafen Fernbf
597,1272,2274,Wiesbaden Hbf
597,1279,2292,Wiesbaden Hbf
597,470,2334,Wiesbaden Hbf
597,617,2354,Frankfurt(Main)Hbf
597,52,2804,Wiesbaden Hbf
597,104,2810,Wiesbaden Hbf
597,1101,5970,Wiesbaden Hbf
598,1265,2259,Frankfurt(Main)Hbf
598,1281,2294,Frankfurt(Main)Hbf
598,149,2361,Frankfurt(Main)Hbf
598,1313,2821,Frankfurt(Main)Hbf
598,51,3780,Frankfurt(Main)Hbf
598,1980,3781,Frankfurt(Main)Hbf
598,104,3784,Frankfurt(Main)Hbf
600,1268,2263,Wiesbaden Hbf
600,52,2279,Wiesbaden Hbf
600,1283,2297,Wiesbaden Hbf
600,469,2327,Wiesbaden Hbf
600,1312,2342,Frankfurt(Main)Hbf
600,1316,2350,Wiesbaden Hbf
600,26,2553,Wiesbaden Hbf
600,2816,5666,Wiesbaden Hbf
604,1314,2347,Saarbrücken Hbf
604,1315,2348,Saarbrücken Hbf
604,1530,2819,Frankfurt(Main)Hbf
604,1983,3787,Saarbrücken Hbf
615,1335,2392,Paris Est
615,1338,2397,Paris Est
615,2772,5523,Paris Est
616,310,2393,Paris Est
617,1336,2394,Paris Est
617,1339,2398,Paris Est
618,1337,2395,Paris Est
618,1340,2399,Paris Est
620,1341,2400,München Hbf
620,1390,2478,München Hbf
620,105,2486,München Hbf
620,1313,2502,München Hbf
621,1342,2401,Köln Hbf
621,1382,2457,Bonn-Bad Godesberg
621,1396,2496,Köln Hbf
621,1151,2510,Bonn-Bad Godesberg
621,1258,2511,Köln Hbf
621,1932,3660,Köln Hbf
621,1943,3678,Bonn-Bad Godesberg
621,467,3684,Köln Messe/Deutz Gl.11-12
621,238,3690,Köln Hbf
621,655,3696,Köln Hbf
621,1949,3714,Köln Hbf
621,1953,3726,Köln Hbf
623,1341,2403,München Hbf
623,1391,2480,München Hbf
623,1313,2504,München Hbf
624,1344,2404,Düsseldorf Hbf
624,1397,2497,Düsseldorf Hbf
624,366,2501,Essen Hbf
624,1152,2512,Düsseldorf Hbf
624,1933,3661,Düsseldorf Hbf
624,655,3697,Düsseldorf Hbf
624,1949,3715,Düsseldorf Hbf
624,1953,3727,Düsseldorf Hbf
625,1345,2405,Hamburg-Altona
625,85,2448,Hamburg-Altona
625,1090,2467,Hamburg Hbf
625,105,2489,Hamburg-Altona
625,738,2542,Hamburg-Altona
625,743,2556,Hamburg Hbf
625,1430,2560,Hamburg-Altona
626,1346,2406,Düsseldorf Hbf
626,1152,2513,Düsseldorf Hbf
626,1933,3662,Düsseldorf Hbf
627,1347,2407,Köln Hbf
627,1396,2498,Köln Hbf
627,1152,2514,Köln Hbf
627,1934,3663,Köln Hbf
627,1296,3686,Köln Messe/Deutz Gl.11-12
627,655,3698,Köln Hbf
627,1949,3716,Köln Hbf
627,1953,3728,Köln Hbf
628,1348,2408,Frankfurt(Main)Hbf
628,1391,2482,Frankfurt(Main)Hbf
628,1313,2505,Frankfurt(Main)Hbf
629,1350,2410,München Hbf
629,789,2651,München Hbf
629,1313,2658,München Hbf
630,1351,2411,Wien Hbf
630,85,2988,Wien Hbf
630,184,3004,Wien Hbf
630,713,3017,Wien Hbf
630,1644,3027,Wien Hbf
631,23,2412,Kiel Hbf
631,1422,2545,Kiel Hbf
631,1428,2552,Kiel Hbf
631,36,2557,Hamburg Hbf
631,38,2558,Hamburg Hbf
631,1431,2561,Kiel Hbf
631,1440,2606,Kiel Hbf
631,1453,2633,Kiel Hbf
631,22,2646,Kiel Hbf
631,33,2648,Hamburg Hbf
632,1346,2413,Düsseldorf Hbf
632,1939,3669,Düsseldorf Hbf
632,1152,5982,Düsseldorf Hbf
633,1346,2414,Köln Hbf
633,1280,3670,Köln Hbf
633,359,3688,Köln Messe/Deutz Gl.11-12
633,655,3699,Köln Hbf
633,1949,3718,Köln Hbf
633,1953,3730,Köln Hbf
633,1396,4127,Köln Hbf
633,1152,5983,Köln Hbf
634,1352,2415,Frankfurt(Main)Hbf
634,1435,2597,Frankfurt(M) Flughafen Fernbf
634,1446,2615,Frankfurt(Main)Süd
634,471,3015,Frankfurt(Main)Hbf
635,1353,2416,Köln Hbf
635,1280,3681,Köln Hbf
635,238,3692,Köln Messe/Deutz Gl.11-12
635,2884,5883,Köln Hbf
636,1354,2417,Düsseldorf Hbf
636,1938,3682,Düsseldorf Hbf
636,576,3710,Düsseldorf Hbf
636,1950,3719,Düsseldorf Hbf
636,1953,3731,Düsseldorf Hbf
636,1397,4129,Düsseldorf Hbf
636,366,4141,Essen Hbf
636,148,5878,Düsseldorf Hbf
636,2884,5884,Düsseldorf Hbf
637,1355,2418,München Hbf
637,149,3016,München Hbf
637,105,3018,Nürnberg Hbf
637,906,5977,Nürnberg Hbf
638,1356,2419,Düsseldorf Hbf
638,1258,5984,Düsseldorf Hbf
639,1356,2420,Köln Hbf
639,655,3700,Köln Hbf
639,1762,3723,Köln Hbf
639,1396,5980,Köln Hbf
639,1258,5985,Köln Hbf
640,1357,2421,München Hbf
640,1408,2528,München Hbf
640,1391,2583,München Hbf
640,1101,3192,München Hbf
640,1313,3206,München Hbf
641,1358,2422,Düsseldorf Hbf
641,148,3701,Köln Hbf
641,366,4229,Essen Hbf
641,379,4685,Köln Hbf
641,1938,4699,Düsseldorf Hbf
641,576,4717,Düsseldorf Hbf
641,2422,4724,Köln Hbf
641,1433,4729,Düsseldorf Hbf
641,1953,4736,Köln Hbf
641,1397,4748,Köln Hbf
641,2434,4757,Düsseldorf Hbf
642,1359,2423,Köln Hbf
642,238,4704,Köln Messe/Deutz Gl.11-12
642,2913,5986,Köln Hbf
644,334,2425,Düsseldorf Hbf
644,544,4670,Düsseldorf Hbf
645,334,2426,Koblenz Hbf
645,148,3702,Köln Hbf
645,2679,5272,Koblenz Hbf
645,2705,5361,Koblenz Hbf
645,2879,5860,Koblenz Hbf
645,2880,5863,Koblenz Hbf
645,1847,5864,Koblenz Hbf
645,2912,5981,Köln Hbf
646,1361,2427,Frankfurt(Main)Hbf
646,1437,2602,Frankfurt(Main)Hbf
647,1362,2428,München Hbf
647,1710,3193,München Hbf
647,576,3194,München Hbf
647,471,3195,München Hbf
647,1711,3203,Stuttgart Hbf
647,1712,3204,München Hbf
647,610,3208,München Hbf
647,1643,3210,München Hbf
647,1097,5972,München Hbf
647,2742,5973,Stuttgart Hbf
647,2908,5974,München Hbf
648,1363,2429,Köln Hbf
648,655,3704,Köln Hbf
648,366,4231,Essen Hbf
648,1323,4686,Aachen Hbf
648,2423,4726,Köln Hbf
648,1195,4728,Düsseldorf Hbf
648,2426,4732,Aachen Hbf
648,1676,4738,Köln Hbf
648,1200,4742,Aachen Hbf
648,2430,4751,Köln Hbf
648,2432,4754,Aachen Hbf
648,2436,4760,Aachen Hbf
648,1258,4765,Aachen Hbf
649,1364,2430,Köln Hbf
649,2679,5273,Köln Hbf
650,1365,2431,München Hbf
650,2910,5978,Nürnberg Hbf
651,1366,2432,Köln Hbf
651,1933,5920,Köln Hbf
651,1152,5921,Köln Hbf
652,884,2433,Köln Hbf
652,148,3705,Köln Hbf
652,2679,5275,Köln Hbf
653,1367,2434,Saarbrücken Hbf
653,54,5461,Saarbrücken Hbf
653,2911,5979,Frankfurt(Main)Hbf
654,1368,2435,München Hbf
656,1370,2437,Jena Paradies
656,2895,5919,Jena Paradies
656,2239,5959,Naumburg(Saale)Hbf
657,1371,2438,Köln Hbf
658,1272,2439,Köln Hbf
658,52,4827,Köln Hbf
658,2472,4828,Köln Hbf
658,1517,4831,Köln Hbf
658,576,5857,Koblenz Hbf
658,2878,5858,Koblenz Hbf
658,1200,5861,Koblenz Hbf
658,1957,5862,Koblenz Hbf
659,435,2440,Kassel-Wilhelmshöhe
660,1364,2441,Erfurt Hbf
660,131,3166,Erfurt Hbf
661,1372,2442,Köln Hbf
661,52,4066,Köln Hbf
661,2124,4075,Köln Hbf
661,2132,4097,Köln Hbf
661,1953,4112,Köln Hbf
661,2143,4123,Köln Hbf
661,2150,4132,Köln Hbf
661,572,4203,Köln Hbf
661,655,4208,Köln Hbf
661,2505,4904,Hannover Hbf
661,1762,4957,Hannover Hbf
662,1373,2443,Köln Hbf
662,1151,2507,Köln Hbf
662,1284,3675,Köln Hbf
662,467,3683,Köln Messe/Deutz Gl.11-12
663,1374,2444,Düsseldorf Hbf
663,1395,2495,Düsseldorf Hbf
663,157,2500,Essen Hbf
663,1151,2508,Düsseldorf Hbf
663,1942,3676,Düsseldorf Hbf
663,148,3695,Düsseldorf Hbf
663,1948,3713,Düsseldorf Hbf
663,1676,3725,Düsseldorf Hbf
664,1375,2445,München Hbf
664,461,2475,München Hbf
664,469,2479,München Hbf
664,384,2484,Nürnberg Hbf
664,906,2490,Nürnberg Hbf
665,1376,2447,München Hbf
665,470,2481,München Hbf
665,1005,2487,Nürnberg Hbf
665,1392,2492,Nürnberg Hbf
666,1378,2450,Düsseldorf Hbf
666,134,2473,Düsseldorf Hbf
666,1400,2515,Düsseldorf Hbf
666,1808,3673,Düsseldorf Hbf
667,1378,2451,Köln Hbf
667,134,2474,Köln Hbf
667,1394,2494,Köln Hbf
667,1398,2499,Köln Hbf
667,1400,2516,Köln Hbf
667,463,3674,Köln Hbf
667,185,3693,Köln Messe/Deutz Gl.11-12
667,1947,3712,Köln Hbf
669,738,2453,Hamburg-Altona
669,743,2468,Hamburg Hbf
669,1389,2472,Hamburg-Altona
669,1095,2476,Hamburg-Altona
670,1379,2454,Frankfurt(Main)Hbf
670,1399,2506,Frankfurt(Main)Hbf
671,1380,2455,Hamburg-Altona
671,1384,2460,Hamburg-Altona
671,133,2469,Hamburg Hbf
671,1095,2477,Hamburg-Altona
672,1381,2456,Düsseldorf Hbf
672,1151,2509,Düsseldorf Hbf
672,1942,3677,Düsseldorf Hbf
673,1383,2458,Frankfurt(Main)Hbf
673,1393,2493,Frankfurt(Main)Hbf
673,1313,2503,Frankfurt(Main)Hbf
675,1385,2461,Hamburg-Altona
675,1387,2466,Hamburg Hbf
675,1380,3135,Hamburg-Altona
676,26,2462,Düsseldorf Hbf
677,1381,2463,Köln Hbf
677,1151,2517,Köln Hbf
677,1284,3680,Köln Hbf
677,467,3685,Köln Messe/Deutz Gl.11-12
678,980,2470,Köln Hbf
680,1402,2519,Dresden Hbf
680,52,2562,Dresden Hbf
680,140,2565,Leipzig Hbf
680,470,2574,Dresden Hbf
680,1313,2593,Dresden Hbf
680,1462,2650,Dresden Hbf
681,1403,2520,Berlin Gesundbrunnen
681,1391,2575,Berlin Hbf (tief)
681,760,2657,Berlin Gesundbrunnen
681,1149,2659,Berlin Gesundbrunnen
682,83,2521,Dresden Hbf
682,1424,2547,Dresden Hbf
682,22,2550,Dresden Hbf
682,52,2563,Dresden Hbf
682,140,2567,Leipzig Hbf
682,470,2576,Dresden Hbf
682,1313,2595,Dresden Hbf
682,617,2619,Dresden Hbf
683,1404,2522,Berlin Gesundbrunnen
683,1425,2548,Berlin Gesundbrunnen
683,1120,2577,Berlin Hbf (tief)
683,471,2581,Berlin Hbf (tief)
683,736,3205,Berlin Gesundbrunnen
683,1314,3207,Berlin Gesundbrunnen
683,1439,3209,Berlin Gesundbrunnen
683,1445,3211,Berlin Gesundbrunnen
684,83,2523,Dresden Hbf
684,1426,2549,Dresden Hbf
684,52,2564,Dresden Hbf
684,470,2578,Dresden Hbf
684,1313,2596,Dresden Hbf
684,617,2620,Dresden Hbf
687,83,2526,Dresden Hbf
687,1427,2551,Dresden Hbf
687,470,2582,Dresden Hbf
687,1313,2599,Dresden Hbf
687,617,2622,Dresden Hbf
687,52,2802,Dresden Hbf
687,104,2808,Dresden Hbf
687,384,2814,Leipzig Hbf
690,1410,2530,Dresden Hbf
690,1313,2601,Dresden Hbf
690,83,2794,Dresden Hbf
690,51,2801,Dresden Hbf
690,52,2803,Leipzig Hbf
690,104,2809,Dresden Hbf
690,470,2812,Dresden Hbf
690,617,2826,Dresden Hbf
691,1411,2531,Berlin Hbf (tief)
691,384,4474,Berlin Hbf (tief)
691,760,4482,Berlin Hbf (tief)
691,1149,4484,Berlin Hbf (tief)
692,1412,2532,Dresden Hbf
692,83,2795,Dresden Hbf
692,52,2805,Leipzig Hbf
692,100,2807,Dresden-Neustadt
692,104,2811,Dresden Hbf
692,470,2813,Dresden Hbf
692,1529,2817,Dresden Hbf
692,1313,2820,Dresden Hbf
692,1533,2827,Dresden Hbf
692,51,3778,Dresden Hbf
694,1414,2534,Stuttgart Hbf
695,435,2535,Berlin Gesundbrunnen
695,2310,4471,Berlin Gesundbrunnen
695,105,4475,Berlin Hbf (tief)
695,760,4483,Berlin Gesundbrunnen
695,2316,4485,Berlin Gesundbrunnen
697,1026,2537,Dresden Hbf
697,1526,2800,Dresden Hbf
697,1527,2815,Leipzig Hbf
697,1531,2822,Dresden Hbf
697,83,3771,Dresden Hbf
697,1974,3772,Dresden Hbf
697,51,3779,Dresden Hbf
697,1982,3786,Dresden Hbf
697,1532,3793,Dresden Hbf
697,1988,3796,Dresden Hbf
697,1793,3797,Dresden Hbf
697,149,5676,Dresden Hbf
698,1416,2538,Erfurt Hbf
698,1524,2798,Leipzig Hbf
698,736,3788,Leipzig Hbf
698,1314,3789,Erfurt Hbf
698,1986,3792,Erfurt Hbf
698,1987,3794,Leipzig Hbf
699,1417,2539,Erfurt Hbf
699,1975,3773,Leipzig Hbf
699,1984,3790,Leipzig Hbf
699,913,3795,Erfurt Hbf
699,1157,3798,Leipzig Hbf
699,1100,5674,Leipzig Hbf
699,2781,5675,Leipzig Hbf
699,2819,5678,Erfurt Hbf
700,1419,2541,Frankfurt(M) Flughafen Fernbf
700,1399,2604,Frankfurt(Main)Süd
700,297,2617,Frankfurt(Main)Süd
701,1420,2543,Wiesbaden Hbf
701,469,2572,Wiesbaden Hbf
701,736,2592,Frankfurt(Main)Hbf
701,1439,2605,Frankfurt(Main)Hbf
701,1316,2618,Wiesbaden Hbf
701,2817,5667,Wiesbaden Hbf
701,1989,5671,Wiesbaden Hbf
703,1341,2555,Berlin Gesundbrunnen
703,1391,3595,Berlin Hbf (tief)
703,760,3622,Berlin Gesundbrunnen
703,1149,3623,Berlin Gesundbrunnen
706,1435,2594,Berlin Gesundbrunnen
706,1446,2614,Berlin Gesundbrunnen
706,1454,2634,Berlin Gesundbrunnen
706,1463,2653,Berlin Hbf (tief)
706,1639,3022,Berlin Gesundbrunnen
706,2082,3978,Berlin Hbf (tief)
706,2085,3983,Berlin Hbf (tief)
706,645,5462,Berlin Gesundbrunnen
707,1436,2598,Berlin Hbf (tief)
707,408,2636,Berlin Hbf (tief)
708,1438,2603,Berlin Gesundbrunnen
708,1456,2639,Berlin Gesundbrunnen
708,1447,3378,Berlin Gesundbrunnen
709,1399,2607,Berlin Gesundbrunnen
709,1459,2643,Berlin Gesundbrunnen
712,884,2635,Berlin Gesundbrunnen
713,1455,2637,Berlin Gesundbrunnen
714,435,2638,Berlin Gesundbrunnen
715,1457,2640,Berlin Gesundbrunnen
716,1458,2642,Berlin Gesundbrunnen
717,1460,2644,Dresden Hbf
717,52,2649,Dresden Hbf
717,1688,3137,Dresden Hbf
718,1461,2645,Berlin Gesundbrunnen
718,1391,2652,Berlin Hbf (tief)
719,546,2647,Berlin Hbf (tief)
741,1536,2836,Berlin Gesundbrunnen
741,1550,2853,Berlin Gesundbrunnen
741,1120,2888,Berlin Hbf (tief)
741,471,2889,Berlin Hbf (tief)
741,1578,2914,Berlin Gesundbrunnen
741,1643,3026,Berlin Hbf (tief)
746,1541,2841,Stuttgart Hbf
746,1575,2910,Stuttgart Hbf
746,1586,2929,Stuttgart Hbf
746,1593,2944,Stuttgart Hbf
747,1542,2842,Hamburg-Altona
747,133,2872,Hamburg Hbf
747,235,2881,Hamburg-Altona
747,1568,2898,Hamburg-Altona
747,669,2912,Hamburg-Altona
747,1585,2926,Hamburg-Altona
747,1594,2945,Hamburg-Altona
752,523,2847,Stuttgart Hbf
756,1552,2858,Stuttgart Hbf
756,1563,2882,Stuttgart Hbf
756,1580,2919,Stuttgart Hbf
756,1589,2932,Stuttgart Hbf
756,1597,2949,Stuttgart Hbf
760,72,2933,Hamburg-Altona
760,75,2946,Hamburg-Altona
760,729,2951,Hamburg-Altona
761,1599,2952,Köln Hbf
765,1636,3019,Warnemünde
765,1641,3024,Warnemünde
765,1646,3029,Rostock Hbf
765,944,5222,Warnemünde
765,469,5226,Rostock Hbf
765,384,5229,Rostock Hbf
765,2661,5235,Rostock Hbf
766,1640,3023,Hannover Hbf
766,1642,3025,Hannover Hbf
767,1645,3028,Frankfurt(Main)Hbf
