route_id,service_id,trip_id,trip_headsign
44,77,223,Hamburg-Altona
44,172,228,Hamburg-Altona
49,189,245,Frankfurt(Main)Hbf
49,211,268,München Hbf
50,190,246,München Hbf
50,234,296,Nürnberg Hbf
50,287,413,Nürnberg Hbf
50,300,435,München Hbf
50,22,3473,München Hbf
51,191,247,Dortmund Hbf
51,144,299,Dortmund Hbf
51,238,303,Dortmund Hbf
51,259,336,Dortmund Hbf
51,294,422,Dortmund Hbf
51,22,2859,Dortmund Hbf
52,192,248,München Hbf
52,255,329,München Hbf
52,283,403,Nürnberg Hbf
52,22,3474,München Hbf
53,193,249,Bruxelles Midi
53,289,415,Bruxelles Midi
53,302,437,Bruxelles Midi
53,22,3403,Bruxelles Midi
53,1810,3409,Bruxelles Midi
53,1811,3414,Bruxelles Midi
54,194,250,München Hbf
54,221,278,München Hbf
54,252,322,München Hbf
54,268,359,München Hbf
54,274,380,München Hbf
54,286,408,München Hbf
54,22,3476,München Hbf
55,195,251,Bruxelles Midi
55,294,423,Bruxelles Midi
55,1806,3399,Bruxelles Midi
55,22,3405,Bruxelles Midi
55,729,3422,Bruxelles Midi
56,194,252,München Hbf
56,221,280,München Hbf
56,22,293,München Hbf
56,252,324,München Hbf
56,268,361,München Hbf
56,274,382,München Hbf
56,286,410,München Hbf
57,196,253,Essen Hbf
57,228,289,Dortmund Hbf
57,253,325,Düsseldorf Hbf
57,284,404,Dortmund Hbf
58,197,254,München Hbf
58,229,290,München Hbf
58,255,330,München Hbf
58,268,362,München Hbf
58,275,383,München Hbf
58,285,411,München Hbf
59,198,255,Köln Hbf
59,290,416,Köln Hbf
60,199,256,Frankfurt(Main)Hbf
60,223,282,Frankfurt(Main)Hbf
60,291,417,Frankfurt(Main)Hbf
60,299,432,Frankfurt(Main)Hbf
61,200,257,Frankfurt(Main)Hbf
61,292,418,Frankfurt(Main)Hbf
61,1805,3400,Frankfurt(Main)Hbf
61,297,3431,Frankfurt(Main)Hbf
62,201,258,Dortmund Hbf
62,149,307,Essen Hbf
62,255,331,Dortmund Hbf
62,283,405,Dortmund Hbf
63,202,259,Köln Hbf
63,237,301,Köln Hbf
63,295,424,Köln Hbf
64,203,260,Frankfurt(Main)Hbf
64,292,420,Frankfurt(Main)Hbf
65,204,261,Dortmund Hbf
65,253,327,Düsseldorf Hbf
65,286,412,Dortmund Hbf
66,205,262,München Hbf
66,140,297,München Hbf
66,237,302,München Hbf
66,149,308,München Hbf
66,255,332,München Hbf
66,411,681,Nürnberg Hbf
67,206,263,Köln Hbf
67,293,421,Köln Hbf
68,207,264,Basel Bad Bf
68,231,292,Karlsruhe Hbf
68,232,294,Karlsruhe Hbf
68,239,305,Freiburg(Breisgau) Hbf
68,254,328,Karlsruhe Hbf
68,262,340,Basel Bad Bf
68,162,400,Karlsruhe Hbf
68,282,401,Basel Bad Bf
68,2033,5091,Basel Bad Bf
68,2252,5094,Basel Bad Bf
69,208,265,Dortmund Hbf
69,251,339,Düsseldorf Hbf
69,491,4237,Dortmund Hbf
69,2458,4796,Dortmund Hbf
69,268,4804,Dortmund Hbf
71,210,267,Dortmund Hbf
71,710,4194,Dortmund Hbf
71,2190,4238,Dortmund Hbf
71,2923,6060,Köln Hbf
71,2486,6062,Köln Hbf
72,212,269,München Hbf
72,249,318,München Hbf
72,267,356,München Hbf
72,276,384,München Hbf
74,214,271,Köln Hbf
75,215,272,Stuttgart Hbf
76,216,273,Frankfurt(Main)Hbf
76,297,427,Frankfurt(Main)Hbf
77,217,274,München Hbf
77,241,309,Dortmund Hbf
77,256,333,München Hbf
77,268,357,München Hbf
77,273,378,München Hbf
77,298,428,München Hbf
77,301,436,München Hbf
77,420,655,München Hbf
77,494,804,München Hbf
77,1817,3438,München Hbf
77,271,3442,München Hbf
78,218,275,Frankfurt(Main)Hbf
78,185,304,Frankfurt(Main)Hbf
78,297,429,Frankfurt(Main)Hbf
79,219,276,Frankfurt(Main)Hbf
79,257,334,Frankfurt(Main)Hbf
79,297,430,Frankfurt(Main)Hbf
80,220,277,Essen Hbf
80,227,287,Dortmund Hbf
80,246,314,Essen Hbf
80,249,321,Düsseldorf Hbf
80,268,358,Düsseldorf Hbf
80,274,379,Essen Hbf
80,285,407,Dortmund Hbf
81,221,279,Essen Hbf
81,227,288,Dortmund Hbf
81,249,323,Düsseldorf Hbf
81,268,360,Düsseldorf Hbf
81,274,381,Essen Hbf
81,285,409,Dortmund Hbf
82,222,281,Köln Hbf
82,297,431,Köln Hbf
83,224,283,Bruxelles Midi
83,297,433,Bruxelles Midi
83,1800,3391,Bruxelles Midi
83,1814,3417,Bruxelles Midi
83,294,3429,Bruxelles Midi
84,225,284,Amsterdam Centraal
84,297,434,Amsterdam Centraal
84,2843,5746,Amsterdam Centraal
84,478,5768,Amsterdam Centraal
84,2851,5784,Amsterdam Centraal
85,227,286,München Hbf
85,251,320,München Hbf
85,285,406,München Hbf
86,230,291,Köln Hbf
86,288,419,Köln Hbf
86,885,5865,Siegburg/Bonn
87,233,295,Frankfurt(Main)Hbf
88,243,311,Bruxelles Midi
88,296,425,Bruxelles Midi
89,244,312,Stuttgart Hbf
90,245,313,Hamm(Westf)
90,1517,6023,Hamm(Westf)
90,2819,6026,Hamm(Westf)
91,247,315,Köln Hbf
92,244,316,Köln Hbf
93,248,317,Köln Hbf
93,655,5952,Utrecht Centraal
94,252,326,Düsseldorf Hbf
94,268,363,Düsseldorf Hbf
94,436,673,Essen Hbf
94,1837,3477,Dortmund Hbf
94,285,3515,Dortmund Hbf
94,496,3516,Essen Hbf
95,260,337,Dortmund Hbf
96,261,338,Düsseldorf Hbf
97,263,341,München Hbf
97,269,364,Nürnberg Hbf
98,264,342,München Hbf
98,270,365,München Hbf
98,278,386,München Hbf
99,264,343,München Hbf
99,270,366,München Hbf
99,278,388,München Hbf
100,264,344,Düsseldorf Hbf
100,270,367,Düsseldorf Hbf
100,278,389,Dortmund Hbf
101,263,345,München Hbf
101,271,368,München Hbf
101,280,390,München Hbf
102,264,346,Düsseldorf Hbf
102,270,369,Düsseldorf Hbf
102,278,391,Dortmund Hbf
103,263,347,München Hbf
103,271,370,München Hbf
103,280,392,München Hbf
104,263,348,Düsseldorf Hbf
104,271,371,Düsseldorf Hbf
104,280,393,Dortmund Hbf
105,264,349,München Hbf
105,265,353,München Hbf
105,270,372,München Hbf
105,272,376,München Hbf
105,278,394,München Hbf
105,281,397,München Hbf
106,263,350,Düsseldorf Hbf
106,271,373,Düsseldorf Hbf
106,278,3508,Dortmund Hbf
106,281,3510,Essen Hbf
107,263,351,Düsseldorf Hbf
107,271,374,Düsseldorf Hbf
107,280,395,Dortmund Hbf
108,265,352,München Hbf
108,272,375,Nürnberg Hbf
108,281,396,Nürnberg Hbf
109,265,354,Dortmund Hbf
109,272,377,Dortmund Hbf
109,281,398,Dortmund Hbf
110,266,355,München Hbf
110,281,399,München Hbf
111,280,402,Dortmund Hbf
111,263,6024,Düsseldorf Hbf
111,271,6025,Düsseldorf Hbf
112,302,438,Amsterdam Centraal
112,1810,5081,Amsterdam Centraal
113,303,439,Amsterdam Centraal
113,2824,5690,Amsterdam Centraal
113,2826,5695,Amsterdam Centraal
113,2830,5705,Amsterdam Centraal
114,304,440,Stuttgart Hbf
114,315,454,Stuttgart Hbf
116,306,442,Stuttgart Hbf
116,317,456,Stuttgart Hbf
116,326,469,Stuttgart Hbf
117,305,443,Frankfurt(Main)Hbf
119,304,445,Frankfurt(Main)Hbf
119,315,458,Frankfurt(Main)Hbf
121,309,447,Frankfurt(Main)Hbf
123,310,449,Frankfurt(Main)Hbf
147,309,595,Paris Est
149,389,597,Paris Est
149,394,605,Paris Est
149,325,608,Paris Est
150,390,598,Paris Est
150,326,612,Paris Est
155,393,603,Paris Est
187,421,656,München Hbf
187,455,698,Garmisch-Partenkirchen
187,479,748,München Hbf
187,491,798,München Hbf
187,22,3475,München Hbf
188,422,657,Stuttgart Hbf
188,359,724,Stuttgart Hbf
188,366,749,Stuttgart Hbf
188,22,5177,Stuttgart Hbf
189,423,658,München Hbf
189,30,714,München Hbf
189,470,731,München Hbf
189,105,735,München Hbf
190,194,659,München Hbf
190,221,693,München Hbf
190,22,705,München Hbf
190,252,754,München Hbf
190,268,786,München Hbf
190,274,800,München Hbf
190,286,816,München Hbf
191,424,660,Stuttgart Hbf
191,453,695,Stuttgart Hbf
191,22,706,Stuttgart Hbf
191,149,732,Stuttgart Hbf
192,194,661,Dortmund Hbf
192,221,696,Essen Hbf
192,22,707,Dortmund Hbf
192,252,755,Düsseldorf Hbf
192,268,787,Düsseldorf Hbf
192,274,801,Essen Hbf
192,286,817,Dortmund Hbf
193,425,662,München Hbf
193,22,708,München Hbf
193,252,757,München Hbf
193,495,818,Nürnberg Hbf
193,1835,3470,München Hbf
193,268,3493,Nürnberg Hbf
193,1844,3503,Nürnberg Hbf
194,426,663,Düsseldorf Hbf
194,458,701,Dortmund Hbf
194,22,709,Düsseldorf Hbf
195,427,664,Essen Hbf
195,22,710,Essen Hbf
195,228,712,Dortmund Hbf
195,252,758,Düsseldorf Hbf
195,285,819,Dortmund Hbf
195,275,820,Essen Hbf
195,268,3490,Düsseldorf Hbf
196,428,665,München Hbf
196,483,762,München Hbf
196,496,821,München Hbf
196,1364,4773,München Hbf
197,429,666,Dortmund Hbf
197,471,733,Dortmund Hbf
198,430,667,Essen Hbf
198,228,713,Dortmund Hbf
198,472,734,Düsseldorf Hbf
198,275,822,Essen Hbf
198,1093,3480,Essen Hbf
198,466,3481,Essen Hbf
198,1840,3485,Köln Hbf
198,268,3492,Köln Hbf
198,285,3513,Dortmund Hbf
199,431,668,Stuttgart Hbf
199,459,711,Stuttgart Hbf
200,432,669,München Hbf
200,483,767,München Hbf
200,496,823,München Hbf
200,1364,4776,München Hbf
201,433,670,Essen Hbf
201,486,768,Düsseldorf Hbf
201,1836,3472,Dortmund Hbf
201,268,3494,Düsseldorf Hbf
201,275,3504,Essen Hbf
201,285,3514,Dortmund Hbf
202,434,671,München Hbf
202,487,769,München Hbf
202,496,3518,München Hbf
202,21,5743,München Hbf
203,435,672,Stuttgart Hbf
204,437,674,Frankfurt(Main)Hbf
204,1093,3436,Frankfurt(Main)Hbf
204,466,3437,Frankfurt(Main)Hbf
204,256,3440,Frankfurt(Main)Hbf
204,268,3441,Frankfurt(Main)Hbf
204,1819,3444,Frankfurt(Main)Hbf
204,1448,5677,Frankfurt(Main)Hbf
205,438,675,München Hbf
206,439,676,Dortmund Hbf
206,256,5551,Dortmund Hbf
206,268,5553,Dortmund Hbf
207,440,677,Münster(Westf)Hbf
207,359,5539,Münster(Westf)Hbf
207,159,5550,Münster(Westf)Hbf
207,2782,5552,Münster(Westf)Hbf
208,441,678,München Hbf
208,52,3451,München Hbf
208,140,3452,München Hbf
208,100,3453,München Hbf
208,21,5030,München Hbf
209,441,679,Stuttgart Hbf
210,442,680,Dortmund Hbf
210,496,3517,Dortmund Hbf
211,443,682,Hamburg-Altona
212,441,683,Dortmund Hbf
213,444,684,Dortmund Hbf
213,455,1686,Dortmund Hbf
213,496,5520,Dortmund Hbf
214,445,685,Dortmund Hbf
214,496,5521,Dortmund Hbf
214,2847,5765,Dortmund Hbf
215,446,686,München Hbf
215,461,716,München Hbf
215,466,722,München Hbf
215,249,746,München Hbf
215,268,783,Nürnberg Hbf
215,490,796,Nürnberg Hbf
216,447,687,Stuttgart Hbf
216,469,730,Stuttgart Hbf
217,448,688,Berlin Gesundbrunnen
217,463,719,Berlin Ostbahnhof
217,468,729,Berlin Ostbahnhof
217,476,744,Berlin Gesundbrunnen
217,185,4086,Berlin Ostbahnhof
217,157,4135,Berlin Gesundbrunnen
218,221,689,München Hbf
218,256,764,München Hbf
218,268,784,München Hbf
218,274,797,München Hbf
219,449,690,Essen Hbf
219,464,720,Essen Hbf
219,465,721,Essen Hbf
219,257,765,Düsseldorf Hbf
220,450,691,Düsseldorf Hbf
220,456,699,Düsseldorf Hbf
221,451,692,Essen Hbf
221,457,700,Dortmund Hbf
221,462,717,Essen Hbf
221,51,718,Essen Hbf
221,480,750,Düsseldorf Hbf
221,489,785,Düsseldorf Hbf
221,493,802,Essen Hbf
221,285,815,Dortmund Hbf
222,452,694,Dortmund Hbf
222,454,697,Düsseldorf Hbf
226,460,715,München Hbf
226,146,723,München Hbf
226,238,3288,München Hbf
226,361,3300,München Hbf
227,467,725,Berlin Ostbahnhof
227,2108,4040,Berlin Gesundbrunnen
227,1280,5269,Berlin Ostbahnhof
228,146,726,Berlin Ostbahnhof
228,2109,4042,Berlin Gesundbrunnen
228,2139,4105,Berlin Ostbahnhof
228,2148,4130,Berlin Gesundbrunnen
228,1943,4307,Berlin Ostbahnhof
228,2676,5266,Berlin Gesundbrunnen
228,2678,5270,Berlin Ostbahnhof
228,576,5350,Berlin Ostbahnhof
228,1200,5729,Berlin Hbf (tief)
229,238,727,Berlin Ostbahnhof
229,1364,4046,Berlin Gesundbrunnen
230,185,728,Berlin Ostbahnhof
230,2120,4064,Berlin Gesundbrunnen
230,2135,4101,Berlin Ostbahnhof
230,1953,4115,Berlin Ostbahnhof
230,2146,4126,Berlin Gesundbrunnen
230,52,5267,Berlin Ostbahnhof
230,2677,5268,Berlin Ostbahnhof
230,655,5349,Berlin Ostbahnhof
231,473,736,München Hbf
231,477,745,München Hbf
231,482,752,München Hbf
231,485,766,München Hbf
231,492,799,München Hbf
236,150,742,Dortmund Hbf
236,83,1174,Dortmund Hbf
236,702,1192,Dortmund Hbf
236,717,1227,Dortmund Hbf
236,718,1228,Dortmund Hbf
236,1055,4213,Dortmund Hbf
236,384,4217,Dortmund Hbf
236,290,4249,Dortmund Hbf
236,806,5792,Frankfurt(Main)Hbf
238,478,747,Amsterdam Centraal
238,2440,4768,Amsterdam Centraal
238,289,5085,Amsterdam Centraal
238,22,5752,Amsterdam Centraal
239,481,751,Frankfurt(Main)Hbf
239,2805,5622,Frankfurt(Main)Hbf
239,148,5758,Frankfurt(Main)Hbf
239,1815,5775,Frankfurt(Main)Hbf
240,478,753,Amsterdam Centraal
240,2440,4770,Amsterdam Centraal
240,22,5754,Amsterdam Centraal
240,289,5776,Amsterdam Centraal
241,478,756,Amsterdam Centraal
241,2443,4772,Amsterdam Centraal
241,22,5755,Amsterdam Centraal
241,289,5778,Amsterdam Centraal
242,478,759,Frankfurt(Main)Hbf
242,2442,4771,Frankfurt(Main)Hbf
242,85,5749,Frankfurt(Main)Hbf
242,289,5777,Frankfurt(Main)Hbf
244,478,761,Amsterdam Centraal
244,2446,4777,Amsterdam Centraal
244,105,5762,Amsterdam Centraal
244,289,5780,Amsterdam Centraal
245,484,763,Amsterdam Centraal
245,2439,4767,Amsterdam Centraal
245,2454,4789,Amsterdam Centraal
245,2460,4800,Amsterdam Centraal
245,297,5088,Amsterdam Centraal
246,488,770,Frankfurt(Main)Hbf
246,2466,4808,Frankfurt(Main)Hbf
246,85,5751,Frankfurt(Main)Hbf
246,2845,5763,Frankfurt(Main)Hbf
246,478,5767,Frankfurt(Main)Hbf
246,2495,5781,Frankfurt(Main)Hbf
246,2850,5782,Frankfurt(Main)Hbf
247,264,771,München Hbf
247,270,788,Nürnberg Hbf
247,278,803,Nürnberg Hbf
248,263,772,München Hbf
248,271,789,München Hbf
248,280,805,München Hbf
249,264,773,Düsseldorf Hbf
249,270,790,Düsseldorf Hbf
249,278,806,Dortmund Hbf
250,263,774,München Hbf
250,271,791,München Hbf
250,280,807,München Hbf
251,263,775,Düsseldorf Hbf
251,271,792,Düsseldorf Hbf
251,280,808,Dortmund Hbf
252,263,776,München Hbf
252,271,793,Nürnberg Hbf
252,280,809,Nürnberg Hbf
253,263,777,Düsseldorf Hbf
253,271,794,Düsseldorf Hbf
253,281,810,Essen Hbf
253,278,813,Dortmund Hbf
254,263,778,München Hbf
254,272,795,München Hbf
254,281,811,München Hbf
255,264,779,Düsseldorf Hbf
255,281,812,Essen Hbf
255,265,3488,Köln Hbf
255,270,3495,Düsseldorf Hbf
255,272,3497,Köln Hbf
255,278,3506,Dortmund Hbf
256,265,780,München Hbf
256,281,814,München Hbf
256,272,3498,München Hbf
257,263,781,Düsseldorf Hbf
257,271,3496,Düsseldorf Hbf
257,278,3507,Dortmund Hbf
257,281,3509,Essen Hbf
258,265,782,München Hbf
258,281,3512,München Hbf
323,547,941,Schwarzach-St.Veit
323,554,951,Schwarzach-St.Veit
323,565,972,Schwarzach-St.Veit
323,599,1017,Schwarzach-St.Veit
324,548,942,München Hbf
327,551,945,Schwarzach-St.Veit
327,575,987,Schwarzach-St.Veit
328,26,946,Hamburg Hbf
328,33,949,Hamburg-Harburg
328,557,955,Flensburg
328,566,973,Flensburg
328,576,988,Flensburg
328,149,989,Flensburg
328,105,994,Flensburg
328,598,1016,München Hbf
328,2312,4477,Flensburg
328,22,4506,Flensburg
328,40,4513,Hamburg-Harburg
328,2340,4528,Flensburg
328,1822,4629,Hamburg Hbf
328,1432,4638,Hamburg Hbf
328,2400,4651,Hamburg Hbf
328,572,4653,Hamburg Hbf
328,1824,4655,Hamburg Hbf
328,2405,4661,Hamburg Hbf
363,687,1167,Frankfurt(Main)Hbf
363,85,1186,Frankfurt(Main)Hbf
363,723,1236,Nürnberg Hbf
364,688,1168,Frankfurt(Main)Hbf
364,712,1221,Nürnberg Hbf
364,726,1240,Regensburg Hbf
365,689,1169,Berlin Hbf (tief)
365,701,1185,Rostock Hbf
365,713,1222,Berlin Hbf (tief)
365,727,1241,Berlin Hbf (tief)
365,728,1242,Rostock Hbf
366,83,1170,Dortmund Hbf
366,699,1182,Dortmund Hbf
366,21,1187,Dortmund Hbf
366,22,1190,Dortmund Hbf
366,703,1194,Dortmund Hbf
366,711,1215,Dortmund Hbf
366,150,1224,Dortmund Hbf
366,157,1229,Dortmund Hbf
366,720,1231,Dortmund Hbf
366,272,1238,Dortmund Hbf
366,725,1239,Dortmund Hbf
366,729,1243,Dortmund Hbf
366,296,1246,Dortmund Hbf
366,730,1248,Dortmund Hbf
367,690,1171,Wien Hbf
367,85,1188,Wien Hbf
367,184,1210,Wien Hbf
367,714,1223,Wien Hbf
367,724,1237,Wien Hbf
368,691,1172,Hamburg-Altona
368,28,1196,Hamburg-Harburg
368,715,1225,Hamburg-Altona
368,721,1233,Hamburg-Altona
369,83,1173,Wien Hbf
369,700,1183,Wien Hbf
369,21,1189,Wien Hbf
369,22,1191,Wien Hbf
369,704,1195,Wien Hbf
369,705,1197,Wien Hbf
369,719,1230,Wien Hbf
369,159,1232,Wien Hbf
369,729,1244,Wien Hbf
369,294,1247,Wien Hbf
370,692,1175,Wien Hbf
370,85,1193,Wien Hbf
370,30,1249,Wien Hbf
370,184,1250,Wien Hbf
370,110,1251,Wien Hbf
371,693,1176,Frankfurt(Main)Hbf
371,85,1252,Frankfurt(Main)Hbf
371,100,1257,Frankfurt(Main)Hbf
371,237,1258,Frankfurt(Main)Hbf
371,732,1259,Frankfurt(Main)Hbf
371,733,1261,Nürnberg Hbf
372,694,1177,Wien Hbf
372,21,4276,Wien Hbf
372,22,4278,Wien Hbf
372,185,4318,Wien Hbf
372,290,4375,Wien Hbf
372,366,5794,Wien Hbf
373,695,1178,Wien Hbf
373,85,5352,Wien Hbf
373,184,5355,Wien Hbf
373,263,5357,Wien Hbf
373,712,5793,Wien Hbf
373,726,5795,Wien Hbf
374,696,1179,Wien Hbf
374,85,1253,Wien Hbf
374,731,1254,Wien Hbf
374,99,1255,Wien Hbf
374,358,1256,Wien Hbf
374,714,1260,Wien Hbf
374,723,1262,Wien Hbf
377,707,1200,Dortmund Hbf
377,709,1202,Dortmund Hbf
377,146,1216,Dortmund Hbf
377,148,1218,Dortmund Hbf
377,576,1219,Dortmund Hbf
378,708,1201,Wien Hbf
378,184,1211,Wien Hbf
380,738,1272,Hamburg-Altona
380,743,1277,Hamburg Hbf
380,744,1278,Hamburg-Altona
380,749,1285,Hamburg-Altona
380,751,1287,Hamburg Hbf
383,741,1275,Ostseebad Binz
383,745,1279,Bergen auf Rügen
383,747,1281,Bergen auf Rügen
383,469,1282,Stralsund Hbf
383,384,1283,Stralsund Hbf
383,907,1569,Ostseebad Binz
426,866,1498,Hamburg-Altona
426,41,1501,Hamburg-Harburg
426,747,1508,Hamburg-Altona
426,148,1509,Hamburg-Altona
426,869,1511,Hamburg-Altona
426,870,1512,Hamburg-Altona
426,872,1514,München Hbf
426,583,4525,Hamburg-Altona
427,22,1499,Dortmund Hbf
427,867,1500,Dortmund Hbf
427,868,1503,Dortmund Hbf
427,238,1507,Dortmund Hbf
427,871,1513,Dortmund Hbf
427,873,1515,Dortmund Hbf
427,874,1516,Dortmund Hbf
427,875,1517,Dortmund Hbf
428,21,1518,Innsbruck Hbf
428,876,1519,Innsbruck Hbf
428,41,1520,Innsbruck Hbf
428,52,1521,Innsbruck Hbf
428,869,1522,Innsbruck Hbf
428,870,1523,Innsbruck Hbf
428,877,1524,Innsbruck Hbf
430,879,1526,München Hbf
430,884,1531,München Hbf
430,887,1538,München Hbf
430,30,1551,München Hbf
430,906,1567,München Hbf
430,997,1754,München Hbf
430,384,1768,Nürnberg Hbf
430,105,1771,München Hbf
431,880,1527,Ostseebad Binz
431,884,1532,Ostseebad Binz
431,885,1533,Ostseebad Binz
431,886,1534,Ostseebad Binz
431,21,1539,Ostseebad Binz
431,890,1543,Ostseebad Binz
431,891,1544,Ostseebad Binz
431,892,1545,Ostseebad Binz
431,461,1553,Ostseebad Binz
431,900,1555,Ostseebad Binz
431,906,1568,Ostseebad Binz
431,999,1757,Ostseebad Binz
431,1002,1760,Ostseebad Binz
431,360,1764,Ostseebad Binz
431,1004,1766,Ostseebad Binz
431,1005,1770,Ostseebad Binz
437,21,1540,München Hbf
437,897,1550,München Hbf
437,469,1564,München Hbf
437,998,1755,München Hbf
437,1003,1762,München Hbf
437,384,5008,München Hbf
440,917,1582,Stralsund Hbf
440,22,1589,Stralsund Hbf
440,34,1593,Stralsund Hbf
440,140,1605,Stralsund Hbf
440,828,1612,Stralsund Hbf
443,918,1585,Karlsruhe Hbf
443,923,1592,Karlsruhe Hbf
